the,เดอะ
Galapagos Land Iguana,กาลาปากอส แลนด์ อิกัวน่า
Galapagos Tortoise,กาลาปากอส ทอร์ทอยส์
Galliform,แกลลิฟอร์ม
Gamefowl,เกมฟาวล์
Gazelle,กาเซลล์
Gecko,เก็กโค่
Gerbil,เจอร์บิล
Giant Anteater,ไจแอนท์ แอนท์อีทเตอร์
Giant panda,ไจแอนท์ แพนด้า
Giant squid,ไจแอนท์ สควิด
Gibbon,กิบบอน
Gila monster,กิล่า มอนสเตอร์
Giraffe,จิราฟฟ์
Gnat,แนท
Goat,โกท
Goldfish,โกลด์ฟิช
Goose,กู้ส
Gopher,โกเฟอร์
Gorilla,กอริลล่า
Grasshopper,กราสฮอปเปอร์
Great blue heron,เกรท บลู เฮรอน
Great white shark,เกรท ไวท์ ชาร์ค
Green fly,กรีน ฟลาย
Green poison dart frog,กรีน พอยซัน ดาร์ท ฟร็อก
Green Sea Turtle,กรีน ซี เทอร์เทิล
Grey Whale,เกรย์ เวล
Grizzly bear,กริซลีย์ แบร์
Ground shark,กราวด์ ชาร์ค
Ground sloth,กราวด์ สล็อธ
Groundhog,กราวด์ฮอก
Grouse,เกร้าส์
Guan,กวน
Guanaco,กัวนาโค
Guinea pig,กินนี่ พิก
Guineafowl,กินนี่ฟาวล์
Gull,กัลล์
Guppy,กัปปี้
Haddock,แฮดด็อค
Halibut,แฮลิบัท
Hammerhead shark,แฮมเมอร์เฮด ชาร์ค
Hamster,แฮมสเตอร์
Hare,แฮร์
Harrier,แฮร์เรียร์
Hawk,ฮอว์ค
Hedgehog,เฮดจ์ฮอก
Hermit crab,เฮอร์มิท แครบ
Heron,เฮรอน
Herring,เฮอร์ริง
Hippopotamus,ฮิปโปโปเตมัส
Hookworm,ฮุคเวิร์ม
Hornet,ฮอร์เน็ต
Horse,ฮอร์ส
Hoverfly,โฮเวอร์ฟลาย
Hummingbird,ฮัมมิ่งเบิร์ด
Humpback whale,ฮัมพ์แบ็ค เวล
Hyena,ไฮยีน่า
Hyrax,ไฮแรกซ์
Iguana,อิกัวน่า
Iguanodon,อิกัวโนดอน
Impala,อิมพาล่า
Inchworm,อินช์เวิร์ม
Insect,อินเซ็คท์
Irrawaddy Dolphin,อิรวดี ดอลฟิน
Irukandji jellyfish,อิรุคันจิ เจลลี่ฟิช
Jackal,แจ็คคัล
Jackrabbit,แจ็คแรบบิท
Jaguar,จากัวร์
Jay,เจย์
Jellyfish,เจลลี่ฟิช
June bug,จูน บัก
Junglefowl,จังเกิลฟาวล์
Kangaroo,แคงการู
Kangaroo mouse,แคงการู เมาส์
Kangaroo rat,แคงการู แรท
Killer Whale,คิลเลอร์ เวล
King Cobra,คิง โคบร้า
Kingfisher,คิงฟิชเชอร์
Kite,ไคท์
Kiwi,กีวี
Koala,โคอาล่า
Koi,คอย
Komodo dragon,โคโมโด ดราก้อน
Kookaburra,คูคาบาร่า
Krill,คริลล์
Ladybug,เลดี้บัก
Lama,ลามะ
Lamb,แลมบ์
Lamprey,แลมเพรย์
Lancelet,แแลนเซลเล็ต
Land snail,แลนด์ สเนล
Lark,ลาร์ค
Leatherback sea turtle,เลเธอร์แบ็ค ซี เทอร์เทิล
Leech,ลีช
Lemming,เลมมิ่ง
Lemur,ลีเมอร์
Leopard,เลพเพิร์ด
Leopon,ลีโอพอน
Lice,ไลซ์
Limpet,ลิมเพ็ต
Lion,ไลออน
Lionfish,ไลออนฟิช
Lizard,ลิซาร์ด
Llama,ลามะ
Lobster,ล็อบสเตอร์
Locust,โลคัสต์
Loon,ลูน
Louse,เลาซ์
Lungfish,ลังฟิช
Lynx,ลิงซ์
Macaw,มาคอว์
Mackerel,แมคเคอเรล
Magpie,แมกพาย
Man-Of-War,แมน-ออฟ-วอร์
Manatee,แมนนาที
Mandrill,แมนดริลล์
Manta ray,แมนต้า เรย์
Mantis,แมนทิส
Marlin,มาร์ลิน
Marmoset,มาร์โมเซ็ท
Marmot,มาร์มอท
Marsupials,มาร์ซูเพียลส์
Mastodon,มาสโทดอน
Meadowlark,มีโดว์ลาร์ค
Meerkat,เมียร์แคท
Mink,มิงค์
Minnow,มินนาว
Mite,ไร
Mockingbird,ม็อคกิ้งเบิร์ด
Mole,โมล
Mollusk,มอลลัสก์
Mollusks,มอลลัสกส์
Monarch Butterfly,โมนาช บัตเตอร์ฟลาย
Mongoose,มังกูส
Monitor lizard,มอนิเตอร์ ลิซาร์ด
Monkey,มังกี้
Moose,มูส
Mosquito,มอสคีโต้
Moth,มอธ
Mountain goat,เมาน์เทน โกท
Mountain Lion,เมาน์เทน ไลออน
Mouse,เมาส์
Mule,มิวล์
Muskox,มัสก์อ็อกซ์
Muskrat,มัสก์แรท
Naked Mole Rat,เนคเค็ด โมล แรท
Narwhal,นาร์วาฬ
Nautilus,นอติลุส
Newt,นิวท์
Nightingale,ไนติงเกล
Ocelot,โอเซลอท
Octopus,ออคโตปุส
Opossum,โอพอสซัม
Orangutan,โอรังอุตัง
Orca,ออร์ก้า
Osprey,ออสเพรย์
Ostrich,ออสตริช
Otter,ออทเทอร์
Owl,อาวล์
Ox,อ็อกซ์
Panda,แพนด้า
Panther,แพนเธอร์
Panthera hybrid,แพนเธอร่า ไฮบริด
Parakeet,พาราคีท
Parrot,พาร์รอท
Parrotfish,พาร์รอทฟิช
Partridge,พาร์ทริดจ์
Peacock,พีค็อก
Peafowl,พีฟาวล์
Pelican,เพลิแคน
Penguin,เพนกวิน
Perch,เพิร์ช
Peregrine falcon,เพเรกริน ฟัลคอน
Pheasant,เฟซแซนท์
Pig,พิก
Pigeon,พีเจียน
Pike,ไพค์
Pilot whale,ไพล็อต เวล
Pinniped,พินนิเพด
Piranha,พิรันย่า
Planarian,พลานาเรียน
Platypus,พลาทิปัส
Polar bear,โพลาร์ แบร์
Pony,โพนี่
Porcupine,พอร์คิวไพน์
Porpoise,พอร์พอยส์
Possum,พอสซัม
Prairie dog,แพรี่ ด็อก
Prawn,พรอน
Praying mantis,เพรย์อิง แมนทิส
Ptarmigan,ทาร์มิแกน
Puffin,พัฟฟิน
Puma,พูม่า
Python,ไพธอน
Quail,เควล
Quelea,เควเลีย
Quetzal,เควกซาล
Quokka,ควอกก้า
Rabbit,แรบบิท
Raccoon,แรคคูน
Rainbow trout,เรนโบว์ ทราวน์
Rat,แรท
Rattlesnake,แรทเทิลสเนค
Raven,ราเวน
Ray,เรย์
Red panda,เรด แพนด้า
Reindeer,เรนเดียร์
Reptile,เรปไทล์
Rhino,ไรโน
Rhinoceros,ไรโนเซอรอส
Right whale,ไรท์ เวล
Ringworm,ริงเวิร์ม
Roadrunner,โรดรันเนอร์
Robin,โรบิน
Rodent,โรเดนท์
Rook,รูค
Rooster,รูสเตอร์
Roundworm,ราวด์เวิร์ม
Saber-toothed cat,เซเบอร์-ทูธ แคท
Sailfish,เซลฟิช
Salamander,ซาลาแมนเดอร์
Salmon,แซลมอน
Salt water alligator,ซอลท์ วอเตอร์ แอลลิเกเตอร์
Sandpiper,แซนด์ไพเพอร์
Sawfish,ซอว์ฟิช
Scallop,สแกลลอป
Scorpion,สกอร์เปียน
Sea anemone,ซี อนีโมนี
Sea lion,ซี ไลออน
Sea slug,ซี สลัก
Sea snail,ซี สเนล
Sea urchin,ซี เออร์ชิน
Seahorse,ซีฮอร์ส
Seal,ซีล
Shark,ชาร์ค
Sheep,ชีพ
Shrew,ชรูว์
Shrimp,ชริมพ์
Siberian Husky,ไซบีเรียน ฮัสกี้
Siberian Tiger,ไซบีเรียน ไทเกอร์
Skink,สกิงค์
Skunk,สกั๊งค์
Skunks,สกั๊งค์ส
Slender Loris,สเลนเดอร์ ลอริส
Sloth,สล็อธ
Sloth bear,สล็อธ แบร์
Slug,สลัก
Slugs,สลักส์
Smelt,สเมลท์
Snail,สเนล
Snails,สเนลส์
Snake,สเนค
Snipe,สไนพ์
Snow Fox,สโนว์ ฟอกซ์
Snow Hare,สโนว์ แฮร์
Snow leopard,สโนว์ เลพเพิร์ด
Sockeye salmon,ซอคอาย แซลมอน
Sole,โซล
Somali Wild Ass,โซมาลี ไวลด์ แอส
Sparrow,สแปร์โรว์
Spectacled Bear,สเปคแทคเคิลด์ แบร์
Sperm whale,สเปิร์ม เวล
Spider,สไปเดอร์
Spider monkey,สไปเดอร์ มังกี้
Sponge,สปันจ์
Spoonbill,สปูนบิลล์
Squid,สควิด
Squirrel,สเควอเรล
Star-nosed mole,สตาร์-โนส โมล
Starfish,สตาร์ฟิช
Steelhead trout,สตีลเฮด ทราวน์
Stingray,สติงเรย์
Stoat,สโทท
Stork,สตอร์ค
Sturgeon,สเตอร์เจียน
Sugar glider,ชูการ์ ไกลเดอร์
Swallow,สวอลโล่ว์
Swan,สวอน
Swift,สวิฟท์
Swordfish,ซอร์ดฟิช
Swordtail,ซอร์ดเทล
Tadpole,แทดโพล
Tahr,ทาห์ร
Takin,ทาคิน
Tamarin,ทามาริน
Tapeworm,เทปเวิร์ม
Tapir,ทาปิร
Tarantula,ทารันทูล่า
Tarpan,ทาร์แพน
Tarsier,ทาร์เซียร์
Tasmanian devil,แทสมาเนียน เดวิล
Tazmanian devil,ทัซมาเนียน เดวิล
Tazmanian tiger,ทัซมาเนียน ไทเกอร์
Termite,เทอร์ไมท์
Tern,เทิร์น
Terrapin,เทอร์ราพิน
Thrush,ธรัช
Tick,ทิค
Tiger,ไทเกอร์
Tiger shark,ไทเกอร์ ชาร์ค
Tiglon,ทิกลอน
Toad,โทด
Tortoise,ทอร์ทอยส์
Toucan,ทูแคน
Trapdoor spider,แทรปดอร์ สไปเดอร์
Tree frog,ทรี ฟร็อก
Trout,ทราวน์
Tuna,ทูน่า
Turkey,เทอร์กี้
Turtle,เทอร์เทิล
Tyrannosaurus,ไทแรนโนซอรัส
Uakari,อัวคารี
Umbrella bird,อัมเบรลล่า เบิร์ด
Urchin,เออร์ชิน
Urial,ยูเรียล
Urutu,อูรูตู
Vampire bat,แวมไพร์ แบท
Vampire squid,แวมไพร์ สควิด
Velociraptor,เวโลซิแรปเตอร์
Velvet worm,เวลเวท เวิร์ม
Vervet,เวอร์เวท
Vicuna,วิคูนา
Viper,ไวเปอร์
Viper Fish,ไวเปอร์ ฟิช
